gene_id,gene_name,description,ath_gene_id,ath_alias,gene_name_figs
Zm00001d003820,Zm00001d003820,,,,Zm00001d003820
Zm00001d042617,Zm00001d042617,,,,Zm00001d042617
Zm00001d002276,Zm00001d002276,,,,Zm00001d002276
Zm00001d001357,Zm00001d001357,,,,Zm00001d001357
Zm00001d010086,Zm00001d010086,,,,Zm00001d010086
Zm00001d021010,Zm00001d021010,,,,Zm00001d021010
Zm00001d046181,Zm00001d046181,,,,Zm00001d046181
Zm00001d003910,Zm00001d003910,,,,Zm00001d003910
Zm00001d011701,Zm00001d011701,,,,Zm00001d011701
Zm00001d001554,Zm00001d001554,,,,Zm00001d001554
Zm00001d039988,Zm00001d039988,,,,Zm00001d039988
Zm00001d022979,Zm00001d022979,,,,Zm00001d022979
Zm00001d031605,Zm00001d031605,,,,Zm00001d031605
Zm00001d006745,Zm00001d006745,,,,Zm00001d006745
Zm00001d038759,Zm00001d038759,,,,Zm00001d038759
Zm00001d046213,Zm00001d046213,,,,Zm00001d046213
Zm00001d016611,Zm00001d016611,,,,Zm00001d016611
Zm00001d034197,Zm00001d034197,,,,Zm00001d034197
Zm00001d024358,Zm00001d024358,,,,Zm00001d024358
Zm00001d012736,Zm00001d012736,,,,Zm00001d012736
Zm00001d020720,Zm00001d020720,,,,Zm00001d020720
Zm00001d015402,Zm00001d015402,,,,Zm00001d015402
Zm00001d019584,Zm00001d019584,,,,Zm00001d019584
Zm00001d037655,Zm00001d037655,,,,Zm00001d037655
Zm00001d040111,Zm00001d040111,,,,Zm00001d040111
Zm00001d000543,Zm00001d000543,,,,Zm00001d000543
Zm00001d038552,Zm00001d038552,,,,Zm00001d038552
Zm00001d010560,Zm00001d010560,,,,Zm00001d010560
Zm00001d036192,Zm00001d036192,,,,Zm00001d036192
Zm00001d033348,Zm00001d033348,,,,Zm00001d033348
Zm00001d037986,Zm00001d037986,,,,Zm00001d037986
Zm00001d004602,Zm00001d004602,,,,Zm00001d004602
Zm00001d021742,Zm00001d021742,,,,Zm00001d021742
Zm00001d000471,Zm00001d000471,,,,Zm00001d000471
Zm00001d044063,Zm00001d044063,,,,Zm00001d044063
Zm00001d046668,Zm00001d046668,,,,Zm00001d046668
Zm00001d022655,Zm00001d022655,,,,Zm00001d022655
Zm00001d052764,Zm00001d052764,,,,Zm00001d052764
Zm00001d046395,Zm00001d046395,,,,Zm00001d046395
Zm00001d005518,Zm00001d005518,,,,Zm00001d005518
Zm00001d026762,Zm00001d026762,,,,Zm00001d026762
Zm00001d000510,Zm00001d000510,,,,Zm00001d000510
Zm00001d022706,Zm00001d022706,,,,Zm00001d022706
Zm00001d021855,Zm00001d021855,,,,Zm00001d021855
Zm00001d019246,Zm00001d019246,,,,Zm00001d019246
Zm00001d003475,Zm00001d003475,,,,Zm00001d003475
Zm00001d021578,Zm00001d021578,,,,Zm00001d021578
Zm00001d015098,Zm00001d015098,,,,Zm00001d015098
Zm00001d009502,Zm00001d009502,,,,Zm00001d009502
Zm00001d023823,Zm00001d023823,,,,Zm00001d023823
Zm00001d021911,Zm00001d021911,,,,Zm00001d021911
Zm00001d026073,Zm00001d026073,,,,Zm00001d026073
Zm00001d030730,Zm00001d030730,,,,Zm00001d030730
Zm00001d001370,Zm00001d001370,,,,Zm00001d001370
Zm00001d052972,Zm00001d052972,,,,Zm00001d052972
Zm00001d041310,Zm00001d041310,,,,Zm00001d041310
Zm00001d043072,Zm00001d043072,,,,Zm00001d043072
Zm00001d010547,Zm00001d010547,,,,Zm00001d010547
Zm00001d014878,Zm00001d014878,,,,Zm00001d014878
Zm00001d026904,Zm00001d026904,,,,Zm00001d026904
Zm00001d029112,Zm00001d029112,,,,Zm00001d029112
Zm00001d024585,Zm00001d024585,,,,Zm00001d024585
Zm00001d002525,Zm00001d002525,,,,Zm00001d002525
Zm00001d025285,Zm00001d025285,,,,Zm00001d025285
Zm00001d018253,Zm00001d018253,,,,Zm00001d018253
Zm00001d001634,Zm00001d001634,,,,Zm00001d001634
Zm00001d045328,Zm00001d045328,,,,Zm00001d045328
Zm00001d001640,Zm00001d001640,,,,Zm00001d001640
Zm00001d027477,Zm00001d027477,,,,Zm00001d027477
Zm00001d026785,Zm00001d026785,,,,Zm00001d026785
Zm00001d053634,Zm00001d053634,,,,Zm00001d053634
Zm00001d038985,Zm00001d038985,,,,Zm00001d038985
Zm00001d042115,Zm00001d042115,,,,Zm00001d042115
Zm00001d005109,Zm00001d005109,,,,Zm00001d005109
Zm00001d046080,Zm00001d046080,,,,Zm00001d046080
Zm00001d035832,Zm00001d035832,,,,Zm00001d035832
Zm00001d014086,Zm00001d014086,,,,Zm00001d014086
Zm00001d048896,Zm00001d048896,,,,Zm00001d048896
Zm00001d006971,Zm00001d006971,,,,Zm00001d006971
Zm00001d030879,Zm00001d030879,,,,Zm00001d030879
Zm00001d045651,Zm00001d045651,,,,Zm00001d045651
Zm00001d031336,Zm00001d031336,,,,Zm00001d031336
Zm00001d003696,Zm00001d003696,,,,Zm00001d003696
Zm00001d045791,Zm00001d045791,,,,Zm00001d045791
Zm00001d051068,Zm00001d051068,,,,Zm00001d051068
Zm00001d023045,Zm00001d023045,,,,Zm00001d023045
Zm00001d052362,Zm00001d052362,,,,Zm00001d052362
Zm00001d023491,Zm00001d023491,,,,Zm00001d023491
Zm00001d035667,Zm00001d035667,,,,Zm00001d035667
Zm00001d021773,Zm00001d021773,,,,Zm00001d021773
Zm00001d045931,Zm00001d045931,,,,Zm00001d045931
Zm00001d001528,Zm00001d001528,,,,Zm00001d001528
Zm00001d028892,Zm00001d028892,,,,Zm00001d028892
Zm00001d039912,Zm00001d039912,,,,Zm00001d039912
Zm00001d025367,Zm00001d025367,,,,Zm00001d025367
Zm00001d001476,Zm00001d001476,,,,Zm00001d001476
Zm00001d014823,Zm00001d014823,,,,Zm00001d014823
Zm00001d033953,Zm00001d033953,,,,Zm00001d033953
Zm00001d040937,Zm00001d040937,,,,Zm00001d040937
Zm00001d013298,Zm00001d013298,,,,Zm00001d013298
Zm00001d009335,Zm00001d009335,,,,Zm00001d009335
Zm00001d022920,Zm00001d022920,,,,Zm00001d022920
Zm00001d036574,Zm00001d036574,,,,Zm00001d036574
Zm00001d034174,Zm00001d034174,,,,Zm00001d034174
Zm00001d021643,Zm00001d021643,,,,Zm00001d021643
Zm00001d016217,Zm00001d016217,,,,Zm00001d016217
Zm00001d001319,Zm00001d001319,,,,Zm00001d001319
Zm00001d045700,Zm00001d045700,,,,Zm00001d045700
Zm00001d040826,Zm00001d040826,,,,Zm00001d040826
Zm00001d019661,Zm00001d019661,,,,Zm00001d019661
Zm00001d023131,Zm00001d023131,,,,Zm00001d023131
Zm00001d016146,Zm00001d016146,,,,Zm00001d016146
Zm00001d041643,Zm00001d041643,,,,Zm00001d041643
Zm00001d038000,Zm00001d038000,,,,Zm00001d038000
Zm00001d023137,Zm00001d023137,,,,Zm00001d023137
Zm00001d027208,Zm00001d027208,,,,Zm00001d027208
Zm00001d006146,Zm00001d006146,,,,Zm00001d006146
Zm00001d022973,Zm00001d022973,,,,Zm00001d022973
Zm00001d000987,Zm00001d000987,,,,Zm00001d000987
Zm00001d026727,Zm00001d026727,,,,Zm00001d026727
Zm00001d049897,Zm00001d049897,,,,Zm00001d049897
Zm00001d000497,Zm00001d000497,,,,Zm00001d000497
Zm00001d005672,Zm00001d005672,,,,Zm00001d005672
Zm00001d045914,Zm00001d045914,,,,Zm00001d045914
Zm00001d015496,Zm00001d015496,,,,Zm00001d015496
Zm00001d000585,Zm00001d000585,,,,Zm00001d000585
Zm00001d017569,Zm00001d017569,,,,Zm00001d017569
Zm00001d008755,Zm00001d008755,,,,Zm00001d008755
Zm00001d048528,Zm00001d048528,,,,Zm00001d048528
Zm00001d027045,Zm00001d027045,,,,Zm00001d027045
Zm00001d010154,Zm00001d010154,,,,Zm00001d010154
Zm00001d029912,Zm00001d029912,,,,Zm00001d029912
Zm00001d022725,Zm00001d022725,,,,Zm00001d022725
Zm00001d006029,Zm00001d006029,,,,Zm00001d006029
Zm00001d051979,Zm00001d051979,,,,Zm00001d051979
Zm00001d043847,Zm00001d043847,,,,Zm00001d043847
Zm00001d002239,Zm00001d002239,,,,Zm00001d002239
Zm00001d039134,Zm00001d039134,,,,Zm00001d039134
Zm00001d013175,Zm00001d013175,,,,Zm00001d013175
Zm00001d031843,Zm00001d031843,,,,Zm00001d031843
Zm00001d036615,Zm00001d036615,,,,Zm00001d036615
Zm00001d044489,Zm00001d044489,,,,Zm00001d044489
Zm00001d031369,Zm00001d031369,,,,Zm00001d031369
zma-MIR399c,zma-MIR399c,,,,zma-MIR399c
Zm00001d023171,Zm00001d023171,,,,Zm00001d023171
Zm00001d042797,Zm00001d042797,,,,Zm00001d042797
Zm00001d044900,Zm00001d044900,,,,Zm00001d044900
Zm00001d033820,Zm00001d033820,,,,Zm00001d033820
Zm00001d029492,Zm00001d029492,,,,Zm00001d029492
Zm00001d019969,Zm00001d019969,,,,Zm00001d019969
Zm00001d052994,Zm00001d052994,,,,Zm00001d052994
Zm00001d033282,Zm00001d033282,,,,Zm00001d033282
Zm00001d014593,Zm00001d014593,,,,Zm00001d014593
Zm00001d002375,Zm00001d002375,,,,Zm00001d002375
Zm00001d046138,Zm00001d046138,,,,Zm00001d046138
Zm00001d001032,Zm00001d001032,,,,Zm00001d001032
Zm00001d052366,Zm00001d052366,,,,Zm00001d052366
Zm00001d008547,Zm00001d008547,,,,Zm00001d008547
GRMZM5G852144,GRMZM5G852144,,,,GRMZM5G852144
Zm00001d000492,Zm00001d000492,,,,Zm00001d000492
Zm00001d005914,Zm00001d005914,,,,Zm00001d005914
Zm00001d001500,Zm00001d001500,,,,Zm00001d001500
Zm00001d040128,Zm00001d040128,,,,Zm00001d040128
Zm00001d019361,Zm00001d019361,,,,Zm00001d019361
Zm00001d053219,Zm00001d053219,,,,Zm00001d053219
Zm00001d041621,Zm00001d041621,,,,Zm00001d041621
Zm00001d022653,Zm00001d022653,,,,Zm00001d022653
Zm00001d000082,Zm00001d000082,,,,Zm00001d000082
Zm00001d000798,Zm00001d000798,,,,Zm00001d000798
Zm00001d025627,Zm00001d025627,,,,Zm00001d025627
Zm00001d018746,Zm00001d018746,,,,Zm00001d018746
Zm00001d001630,Zm00001d001630,,,,Zm00001d001630
Zm00001d022928,Zm00001d022928,,,,Zm00001d022928
Zm00001d000603,Zm00001d000603,,,,Zm00001d000603
Zm00001d052878,Zm00001d052878,,,,Zm00001d052878
Zm00001d017552,Zm00001d017552,,,,Zm00001d017552
Zm00001d001484,Zm00001d001484,,,,Zm00001d001484
Zm00001d042784,Zm00001d042784,,,,Zm00001d042784
Zm00001d030834,Zm00001d030834,,,,Zm00001d030834
Zm00001d053868,Zm00001d053868,,,,Zm00001d053868
Zm00001d024772,Zm00001d024772,,,,Zm00001d024772
Zm00001d001639,Zm00001d001639,,,,Zm00001d001639
Zm00001d005211,Zm00001d005211,,,,Zm00001d005211
Zm00001d040474,Zm00001d040474,,,,Zm00001d040474
Zm00001d026972,Zm00001d026972,,,,Zm00001d026972
Zm00001d045689,Zm00001d045689,,,,Zm00001d045689
Zm00001d001793,Zm00001d001793,,,,Zm00001d001793
Zm00001d042169,Zm00001d042169,,,,Zm00001d042169
Zm00001d040945,Zm00001d040945,,,,Zm00001d040945
Zm00001d015387,Zm00001d015387,,,,Zm00001d015387
Zm00001d016336,Zm00001d016336,,,,Zm00001d016336
Zm00001d034291,Zm00001d034291,,,,Zm00001d034291
Zm00001d001051,Zm00001d001051,,,,Zm00001d001051
Zm00001d001685,Zm00001d001685,,,,Zm00001d001685
Zm00001d046757,Zm00001d046757,,,,Zm00001d046757
Zm00001d039574,Zm00001d039574,,,,Zm00001d039574
Zm00001d046106,Zm00001d046106,,,,Zm00001d046106
Zm00001d045752,Zm00001d045752,,,,Zm00001d045752
Zm00001d048765,Zm00001d048765,,,,Zm00001d048765
Zm00001d024401,Zm00001d024401,,,,Zm00001d024401
Zm00001d001632,Zm00001d001632,,,,Zm00001d001632
Zm00001d047232,Zm00001d047232,,,,Zm00001d047232
Zm00001d002879,Zm00001d002879,,,,Zm00001d002879
Zm00001d017991,Zm00001d017991,,,,Zm00001d017991
Zm00001d030515,Zm00001d030515,,,,Zm00001d030515
Zm00001d049667,Zm00001d049667,,,,Zm00001d049667
Zm00001d007021,Zm00001d007021,,,,Zm00001d007021
Zm00001d005772,Zm00001d005772,,,,Zm00001d005772
Zm00001d045930,Zm00001d045930,,,,Zm00001d045930
Zm00001d043754,Zm00001d043754,,,,Zm00001d043754
Zm00001d018761,Zm00001d018761,,,,Zm00001d018761
Zm00001d026780,Zm00001d026780,,,,Zm00001d026780
Zm00001d002379,Zm00001d002379,,,,Zm00001d002379
Zm00001d046459,Zm00001d046459,,,,Zm00001d046459
Zm00001d052182,Zm00001d052182,,,,Zm00001d052182
Zm00001d042860,Zm00001d042860,,,,Zm00001d042860
Zm00001d011535,Zm00001d011535,,,,Zm00001d011535
Zm00001d033351,Zm00001d033351,,,,Zm00001d033351
Zm00001d044574,Zm00001d044574,,,,Zm00001d044574
Zm00001d019160,Zm00001d019160,,,,Zm00001d019160
Zm00001d037665,Zm00001d037665,,,,Zm00001d037665
Zm00001d009344,Zm00001d009344,,,,Zm00001d009344
Zm00001d001473,Zm00001d001473,,,,Zm00001d001473
Zm00001d008155,Zm00001d008155,,,,Zm00001d008155
Zm00001d015424,Zm00001d015424,,,,Zm00001d015424
Zm00001d021354,Zm00001d021354,,,,Zm00001d021354
Zm00001d052549,Zm00001d052549,,,,Zm00001d052549
Zm00001d000689,Zm00001d000689,,,,Zm00001d000689
Zm00001d022798,Zm00001d022798,,,,Zm00001d022798
Zm00001d036385,Zm00001d036385,,,,Zm00001d036385
Zm00001d021009,Zm00001d021009,,,,Zm00001d021009
Zm00001d033871,Zm00001d033871,,,,Zm00001d033871
Zm00001d000920,Zm00001d000920,,,,Zm00001d000920
Zm00001d014415,Zm00001d014415,,,,Zm00001d014415
Zm00001d022805,Zm00001d022805,,,,Zm00001d022805
Zm00001d033643,Zm00001d033643,,,,Zm00001d033643
Zm00001d001624,Zm00001d001624,,,,Zm00001d001624
Zm00001d006304,Zm00001d006304,,,,Zm00001d006304
Zm00001d010331,Zm00001d010331,,,,Zm00001d010331
Zm00001d008056,Zm00001d008056,,,,Zm00001d008056
zma-MIR398a,zma-MIR398a,,,,zma-MIR398a
Zm00001d019384,Zm00001d019384,,,,Zm00001d019384
Zm00001d043888,Zm00001d043888,,,,Zm00001d043888
Zm00001d004456,Zm00001d004456,,,,Zm00001d004456
Zm00001d038566,Zm00001d038566,,,,Zm00001d038566
Zm00001d015947,Zm00001d015947,,,,Zm00001d015947
Zm00001d012066,Zm00001d012066,,,,Zm00001d012066
Zm00001d005117,Zm00001d005117,,,,Zm00001d005117
Zm00001d023114,Zm00001d023114,,,,Zm00001d023114
Zm00001d015232,Zm00001d015232,,,,Zm00001d015232
Zm00001d018549,Zm00001d018549,,,,Zm00001d018549
Zm00001d030867,Zm00001d030867,,,,Zm00001d030867
Zm00001d001580,Zm00001d001580,,,,Zm00001d001580
Zm00001d032802,Zm00001d032802,,,,Zm00001d032802
Zm00001d000679,Zm00001d000679,,,,Zm00001d000679
Zm00001d015341,Zm00001d015341,,,,Zm00001d015341
Zm00001d038788,Zm00001d038788,,,,Zm00001d038788
Zm00001d027127,Zm00001d027127,,,,Zm00001d027127
Zm00001d023048,Zm00001d023048,,,,Zm00001d023048
Zm00001d014592,Zm00001d014592,,,,Zm00001d014592
Zm00001d001281,Zm00001d001281,,,,Zm00001d001281
Zm00001d027559,Zm00001d027559,,,,Zm00001d027559
Zm00001d050963,Zm00001d050963,,,,Zm00001d050963
Zm00001d053468,Zm00001d053468,,,,Zm00001d053468
Zm00001d032393,Zm00001d032393,,,,Zm00001d032393
zma-MIR2118g,zma-MIR2118g,,,,zma-MIR2118g
Zm00001d003992,Zm00001d003992,,,,Zm00001d003992
Zm00001d045677,Zm00001d045677,,,,Zm00001d045677
Zm00001d022024,Zm00001d022024,,,,Zm00001d022024
Zm00001d033644,Zm00001d033644,,,,Zm00001d033644
Zm00001d033894,Zm00001d033894,,,,Zm00001d033894
Zm00001d044956,Zm00001d044956,,,,Zm00001d044956
Zm00001d040199,Zm00001d040199,,,,Zm00001d040199
Zm00001d043176,Zm00001d043176,,,,Zm00001d043176
Zm00001d036311,Zm00001d036311,,,,Zm00001d036311
Zm00001d051301,Zm00001d051301,,,,Zm00001d051301
Zm00001d001034,Zm00001d001034,,,,Zm00001d001034
Zm00001d001257,Zm00001d001257,,,,Zm00001d001257
Zm00001d043567,Zm00001d043567,,,,Zm00001d043567
Zm00001d005937,Zm00001d005937,,,,Zm00001d005937
Zm00001d029057,Zm00001d029057,,,,Zm00001d029057
Zm00001d023746,Zm00001d023746,,,,Zm00001d023746
Zm00001d013851,Zm00001d013851,,,,Zm00001d013851
Zm00001d044518,Zm00001d044518,,,,Zm00001d044518
Zm00001d000827,Zm00001d000827,,,,Zm00001d000827
Zm00001d051776,Zm00001d051776,,,,Zm00001d051776
Zm00001d030006,Zm00001d030006,,,,Zm00001d030006
Zm00001d001026,Zm00001d001026,,,,Zm00001d001026
Zm00001d032290,Zm00001d032290,,,,Zm00001d032290
Zm00001d030603,Zm00001d030603,,,,Zm00001d030603
Zm00001d053494,Zm00001d053494,,,,Zm00001d053494
Zm00001d043635,Zm00001d043635,,,,Zm00001d043635
Zm00001d014567,Zm00001d014567,,,,Zm00001d014567
Zm00001d013604,Zm00001d013604,,,,Zm00001d013604
Zm00001d053921,Zm00001d053921,,,,Zm00001d053921
Zm00001d003770,Zm00001d003770,,,,Zm00001d003770
Zm00001d001266,Zm00001d001266,,,,Zm00001d001266
Zm00001d013850,Zm00001d013850,,,,Zm00001d013850
Zm00001d022796,Zm00001d022796,,,,Zm00001d022796
Zm00001d027197,Zm00001d027197,,,,Zm00001d027197
Zm00001d011303,Zm00001d011303,,,,Zm00001d011303
Zm00001d045877,Zm00001d045877,,,,Zm00001d045877
Zm00001d027597,Zm00001d027597,,,,Zm00001d027597
Zm00001d028791,Zm00001d028791,,,,Zm00001d028791
Zm00001d035945,Zm00001d035945,,,,Zm00001d035945
Zm00001d005963,Zm00001d005963,,,,Zm00001d005963
Zm00001d004206,Zm00001d004206,,,,Zm00001d004206
Zm00001d029569,Zm00001d029569,,,,Zm00001d029569
Zm00001d001975,Zm00001d001975,,,,Zm00001d001975
Zm00001d038360,Zm00001d038360,,,,Zm00001d038360
Zm00001d037280,Zm00001d037280,,,,Zm00001d037280
Zm00001d018674,Zm00001d018674,,,,Zm00001d018674
Zm00001d000506,Zm00001d000506,,,,Zm00001d000506
Zm00001d009346,Zm00001d009346,,,,Zm00001d009346
Zm00001d032564,Zm00001d032564,,,,Zm00001d032564
Zm00001d011840,Zm00001d011840,,,,Zm00001d011840
Zm00001d004047,Zm00001d004047,,,,Zm00001d004047
Zm00001d038670,Zm00001d038670,,,,Zm00001d038670
Zm00001d047185,Zm00001d047185,,,,Zm00001d047185
Zm00001d023118,Zm00001d023118,,,,Zm00001d023118
Zm00001d048093,Zm00001d048093,,,,Zm00001d048093
Zm00001d053600,Zm00001d053600,,,,Zm00001d053600
Zm00001d037843,Zm00001d037843,,,,Zm00001d037843
Zm00001d052528,Zm00001d052528,,,,Zm00001d052528
Zm00001d001228,Zm00001d001228,,,,Zm00001d001228
Zm00001d024802,Zm00001d024802,,,,Zm00001d024802
Zm00001d001482,Zm00001d001482,,,,Zm00001d001482
GRMZM5G834995,GRMZM5G834995,,,,GRMZM5G834995
Zm00001d026815,Zm00001d026815,,,,Zm00001d026815
Zm00001d005207,Zm00001d005207,,,,Zm00001d005207
Zm00001d033845,Zm00001d033845,,,,Zm00001d033845
Zm00001d049528,Zm00001d049528,,,,Zm00001d049528
Zm00001d010983,Zm00001d010983,,,,Zm00001d010983
Zm00001d022862,Zm00001d022862,,,,Zm00001d022862
Zm00001d040540,Zm00001d040540,,,,Zm00001d040540
Zm00001d036194,Zm00001d036194,,,,Zm00001d036194
Zm00001d026923,Zm00001d026923,,,,Zm00001d026923
Zm00001d022479,Zm00001d022479,,,,Zm00001d022479
Zm00001d042622,Zm00001d042622,,,,Zm00001d042622
Zm00001d009143,Zm00001d009143,,,,Zm00001d009143
Zm00001d027179,Zm00001d027179,,,,Zm00001d027179
Zm00001d003138,Zm00001d003138,,,,Zm00001d003138
Zm00001d045638,Zm00001d045638,,,,Zm00001d045638
Zm00001d017285,Zm00001d017285,,,,Zm00001d017285
Zm00001d036352,Zm00001d036352,,,,Zm00001d036352
Zm00001d050705,Zm00001d050705,,,,Zm00001d050705
Zm00001d021408,Zm00001d021408,,,,Zm00001d021408
Zm00001d035706,Zm00001d035706,,,,Zm00001d035706
Zm00001d036711,Zm00001d036711,,,,Zm00001d036711
Zm00001d048051,Zm00001d048051,,,,Zm00001d048051
Zm00001d000149,Zm00001d000149,,,,Zm00001d000149
Zm00001d012799,Zm00001d012799,,,,Zm00001d012799
Zm00001d053764,Zm00001d053764,,,,Zm00001d053764
Zm00001d015132,Zm00001d015132,,,,Zm00001d015132
Zm00001d004641,Zm00001d004641,,,,Zm00001d004641
Zm00001d040329,Zm00001d040329,,,,Zm00001d040329
Zm00001d024833,Zm00001d024833,,,,Zm00001d024833
Zm00001d005548,Zm00001d005548,,,,Zm00001d005548
Zm00001d031864,Zm00001d031864,,,,Zm00001d031864
Zm00001d036451,Zm00001d036451,,,,Zm00001d036451
Zm00001d048367,Zm00001d048367,,,,Zm00001d048367
Zm00001d042776,Zm00001d042776,,,,Zm00001d042776
Zm00001d014492,Zm00001d014492,,,,Zm00001d014492
Zm00001d009425,Zm00001d009425,,,,Zm00001d009425
Zm00001d053046,Zm00001d053046,,,,Zm00001d053046
Zm00001d000839,Zm00001d000839,,,,Zm00001d000839
Zm00001d019896,Zm00001d019896,,,,Zm00001d019896
Zm00001d022996,Zm00001d022996,,,,Zm00001d022996
Zm00001d029233,Zm00001d029233,,,,Zm00001d029233
Zm00001d041461,Zm00001d041461,,,,Zm00001d041461
Zm00001d053567,Zm00001d053567,,,,Zm00001d053567
Zm00001d027988,Zm00001d027988,,,,Zm00001d027988
Zm00001d048737,Zm00001d048737,,,,Zm00001d048737
Zm00001d053647,Zm00001d053647,,,,Zm00001d053647
Zm00001d020162,Zm00001d020162,,,,Zm00001d020162
Zm00001d016643,Zm00001d016643,,,,Zm00001d016643
Zm00001d023776,Zm00001d023776,,,,Zm00001d023776
Zm00001d036058,Zm00001d036058,,,,Zm00001d036058
Zm00001d010921,Zm00001d010921,,,,Zm00001d010921
Zm00001d000892,Zm00001d000892,,,,Zm00001d000892
Zm00001d012397,Zm00001d012397,,,,Zm00001d012397
Zm00001d023187,Zm00001d023187,,,,Zm00001d023187
Zm00001d006815,Zm00001d006815,,,,Zm00001d006815
Zm00001d045156,Zm00001d045156,,,,Zm00001d045156
Zm00001d007626,Zm00001d007626,,,,Zm00001d007626
Zm00001d036558,Zm00001d036558,,,,Zm00001d036558
Zm00001d021174,Zm00001d021174,,,,Zm00001d021174
Zm00001d016178,Zm00001d016178,,,,Zm00001d016178
Zm00001d020891,Zm00001d020891,,,,Zm00001d020891
Zm00001d033073,Zm00001d033073,,,,Zm00001d033073
Zm00001d029275,Zm00001d029275,,,,Zm00001d029275
Zm00001d034881,Zm00001d034881,,,,Zm00001d034881
zma-MIR395e,zma-MIR395e,,,,zma-MIR395e
Zm00001d005147,Zm00001d005147,,,,Zm00001d005147
Zm00001d024893,Zm00001d024893,,,,Zm00001d024893
Zm00001d041713,Zm00001d041713,,,,Zm00001d041713
Zm00001d011115,Zm00001d011115,,,,Zm00001d011115
Zm00001d046296,Zm00001d046296,,,,Zm00001d046296
Zm00001d038154,Zm00001d038154,,,,Zm00001d038154
Zm00001d017388,Zm00001d017388,,,,Zm00001d017388
Zm00001d020818,Zm00001d020818,,,,Zm00001d020818
Zm00001d000501,Zm00001d000501,,,,Zm00001d000501
Zm00001d016529,Zm00001d016529,,,,Zm00001d016529
Zm00001d010229,Zm00001d010229,,,,Zm00001d010229
Zm00001d045022,Zm00001d045022,,,,Zm00001d045022
Zm00001d025410,Zm00001d025410,,,,Zm00001d025410
Zm00001d014115,Zm00001d014115,,,,Zm00001d014115
Zm00001d041591,Zm00001d041591,,,,Zm00001d041591
Zm00001d033846,Zm00001d033846,,,,Zm00001d033846
Zm00001d048197,Zm00001d048197,,,,Zm00001d048197
Zm00001d005691,Zm00001d005691,,,,Zm00001d005691
Zm00001d000687,Zm00001d000687,,,,Zm00001d000687
Zm00001d019831,Zm00001d019831,,,,Zm00001d019831
Zm00001d030811,Zm00001d030811,,,,Zm00001d030811
Zm00001d036157,Zm00001d036157,,,,Zm00001d036157
Zm00001d017172,Zm00001d017172,,,,Zm00001d017172
Zm00001d000193,Zm00001d000193,,,,Zm00001d000193
Zm00001d006986,Zm00001d006986,,,,Zm00001d006986
Zm00001d001569,Zm00001d001569,,,,Zm00001d001569
Zm00001d001046,Zm00001d001046,,,,Zm00001d001046
Zm00001d011698,Zm00001d011698,,,,Zm00001d011698
Zm00001d033677,Zm00001d033677,,,,Zm00001d033677
Zm00001d027910,Zm00001d027910,,,,Zm00001d027910
Zm00001d001658,Zm00001d001658,,,,Zm00001d001658
Zm00001d001088,Zm00001d001088,,,,Zm00001d001088
Zm00001d015241,Zm00001d015241,,,,Zm00001d015241
Zm00001d030992,Zm00001d030992,,,,Zm00001d030992
Zm00001d023940,Zm00001d023940,,,,Zm00001d023940
Zm00001d000326,Zm00001d000326,,,,Zm00001d000326
Zm00001d005830,Zm00001d005830,,,,Zm00001d005830
Zm00001d012227,Zm00001d012227,,,,Zm00001d012227
Zm00001d009829,Zm00001d009829,,,,Zm00001d009829
Zm00001d017824,Zm00001d017824,,,,Zm00001d017824
Zm00001d030800,Zm00001d030800,,,,Zm00001d030800
Zm00001d012995,Zm00001d012995,,,,Zm00001d012995
Zm00001d040460,Zm00001d040460,,,,Zm00001d040460
Zm00001d024287,Zm00001d024287,,,,Zm00001d024287
Zm00001d001062,Zm00001d001062,,,,Zm00001d001062
Zm00001d001194,Zm00001d001194,,,,Zm00001d001194
Zm00001d005850,Zm00001d005850,,,,Zm00001d005850
Zm00001d006827,Zm00001d006827,,,,Zm00001d006827
Zm00001d053792,Zm00001d053792,,,,Zm00001d053792
Zm00001d045459,Zm00001d045459,,,,Zm00001d045459
Zm00001d046192,Zm00001d046192,,,,Zm00001d046192
Zm00001d000879,Zm00001d000879,,,,Zm00001d000879
Zm00001d010256,Zm00001d010256,,,,Zm00001d010256
Zm00001d008158,Zm00001d008158,,,,Zm00001d008158
Zm00001d018239,Zm00001d018239,,,,Zm00001d018239
Zm00001d033201,Zm00001d033201,,,,Zm00001d033201
Zm00001d050784,Zm00001d050784,,,,Zm00001d050784
Zm00001d035347,Zm00001d035347,,,,Zm00001d035347
Zm00001d014854,Zm00001d014854,,,,Zm00001d014854
Zm00001d031690,Zm00001d031690,,,,Zm00001d031690
Zm00001d048939,Zm00001d048939,,,,Zm00001d048939
Zm00001d001654,Zm00001d001654,,,,Zm00001d001654
Zm00001d032549,Zm00001d032549,,,,Zm00001d032549
Zm00001d026880,Zm00001d026880,,,,Zm00001d026880
Zm00001d032068,Zm00001d032068,,,,Zm00001d032068
Zm00001d000634,Zm00001d000634,,,,Zm00001d000634
Zm00001d016124,Zm00001d016124,,,,Zm00001d016124
Zm00001d002389,Zm00001d002389,,,,Zm00001d002389
Zm00001d030516,Zm00001d030516,,,,Zm00001d030516
Zm00001d000682,Zm00001d000682,,,,Zm00001d000682
Zm00001d003634,Zm00001d003634,,,,Zm00001d003634
Zm00001d053466,Zm00001d053466,,,,Zm00001d053466
